ID,Área,Funcionalidad,Requisito_detallado,Prioridad,Roles,Pantallas_UI,Entidades_dominio,Tablas_DB_sugeridas,Storage_sugerido,API_sugerida,Integraciones,Reglas_validación,Auditoría_bitácora,Notificaciones,Pruebas_sugeridas,Criterios_aceptación,Dependencias,Estatus,Versión_objetivo,Owner
RM-026,Validación de algoritmo,What-if y parameter sweeps,"El sistema deberá permitir ejecutar batch de escenarios (fees ±x, imputación, distintos thresholds) y comparar resultados en una tabla/visualización única.",Media (P1),Quant; Analista,Run Explorer > Sweeps (tabla),Scenario; Sweep; ValidationRun,sweeps; sweep_scenarios; validation_runs,Object storage: sweep_outputs/,POST /sweeps; GET /sweeps/{id},Queue/worker,Validar rango de parámetros; límite de combinaciones; cancelación de sweeps.,sweep_created; sweep_started; sweep_completed; sweep_cancelled,Notificación al completar sweep (opcional),Integration: batch execution; Load tests,Se puede configurar y ejecutar un sweep sin scripting manual; resultados comparables y exportables; ejecución respetando límites.,RM-023,BACKLOG,v0.2,Quant/Backend
RM-027,Reportes,Plantillas y generación de reportes,"El sistema deberá generar reportes versionados (PDF/HTML) para uso interno con: resumen de traders (rankings), recomendación de distribución de capital por paquete, tesis/objetivo, evidencia (fuentes y coverage), y anexos (raw/lineage). Debe permitir templates configurables por tipo de cliente (retail/institucional).",Alta (P0),Analista; Viewer; Admin,Reportes > Lista; Reporte > Vista,Report; ReportTemplate,reports; report_templates; report_sections,Object storage: reports/ (pdf/html),POST /reports/generate; GET /reports; GET /reports/{id},Template engine; Object storage,Validar template; timeouts; incluir versiones (parser/mapping/metric/algorithm); incluir fecha/hora.,report_generated; report_failed; report_downloaded,Entrega por link; email/webhook (opcional),E2E: generar y abrir; Unit: render sections; Performance: <60s para 100 brokers (configurable),Reporte se genera y es legible; incluye versiones y metodología; se puede descargar; coincide con dashboard para mismos filtros.,"RM-014,RM-024,RM-020",BACKLOG,MVP v0.1,Backend
RM-028,Reportes,Distribución programada,"El sistema deberá soportar generación y distribución programada de reportes (link seguro, email y/o webhook), con reintentos y alertas de falla.",Baja (P2),Admin; DevOps; Sistema,Admin > Distribución de reportes,ReportSchedule; DeliveryAttempt,report_schedules; report_deliveries,Object storage: reports/,POST/PUT /report-schedules; POST /reports/{id}/deliver,SMTP; Webhook; Scheduler,Validar destinatarios; expiración de links; firma/nonce; reintentos limitados.,report_delivery_attempted; report_delivery_failed; report_delivery_succeeded,Email/webhook a destinatarios; alerta a Admin si falla,Integration: SMTP/webhook; Unit: link signing,Reportes se entregan en schedule; fallas generan alertas; links requieren auth o token expirable.,"RM-027,RM-004,RM-034",BACKLOG,v0.3,Backend/DevOps
RM-029,Dashboard,Vistas core del dashboard,"El sistema deberá proveer dashboard con: lista de traders + filtros (estrategia, fuente, coverage), página detalle trader con charts, y resumen de validación del algoritmo; debe soportar drill-down a lineage y ver estado de fuentes (MyFXBook/MT4/MT5/reportes).",Alta (P0),Viewer; Analista; Admin,Dashboard > Traders; Dashboard > Trader; Dashboard > Validación,DashboardView; Filter; Chart,— (UI),—,GET /brokers; GET /brokers/{id}; GET /brokers/{id}/metrics; GET /scorecards/summary,Frontend SPA; API REST/GraphQL,Filtros deben coincidir entre UI y API; paginación; límites de consulta; control de permisos.,ui_view_accessed; filter_applied (opcional),—,E2E: flujos principales; UI tests; Performance: P95 <2s para consultas típicas,UI permite explorar brokers y métricas; drill-down funciona; permisos se respetan; tiempos de respuesta cumplen objetivos.,"RM-014,RM-017,RM-020,RM-033,RM-034",BACKLOG,MVP v0.1,Frontend
RM-030,Dashboard,Comparaciones y rankings,"El sistema deberá permitir comparación side-by-side de traders y tablas de ranking con columnas configurables, ordenamiento y exportación. Debe incluir comparaciones por ventana temporal (6m/12m/24m/total disponible) para evitar sesgos por coverage.",Alta (P0),Viewer; Analista,Dashboard > Rankings; Dashboard > Comparar,ComparisonSet; RankingSnapshot,ranking_snapshots; comparison_sets (opcional),—,GET /rankings; GET /compare?broker_ids=...,Frontend SPA; API REST/GraphQL,Columnas permitidas; ordenar por metric+period; manejo determinístico de empates; coherencia con benchmarks.,comparison_created (opcional),—,E2E: comparar; Unit: ranking; Snapshot tests UI,"Usuarios pueden seleccionar brokers, comparar y ver ranking; descarga CSV coincide con lo mostrado; incluye completitud/anomalías.","RM-017,RM-032,RM-018,RM-019",BACKLOG,MVP v0.1,Frontend
RM-031,Dashboard,Explorador de runs/experimentos,"El sistema deberá proveer UI para explorar runs (filtros por versión, parámetros, fecha, estado) y comparar 2+ runs, mostrando diffs y scorecards.",Media (P1),Analista; Quant,Run Explorer (lista); Run Explorer (detalle); Comparar runs,ValidationRun; Experiment,—,—,GET /validation-runs; GET /validation-runs/{id}; GET /validation-runs/compare,Frontend SPA; API REST/GraphQL,Comparación sólo de runs compatibles (schema/dataset); paginación; redacción de logs sensibles.,run_viewed; run_compared (opcional),—,E2E: filtros; Unit: compatibilidad; UI tests,UI permite filtrar y abrir runs; comparación muestra diffs; scorecards visibles; logs accesibles con permisos.,"RM-023,RM-024,RM-034",BACKLOG,v0.2,Frontend
RM-032,Exportación,Exports de datos y resultados,"El sistema deberá exportar (CSV/JSON) registro de traders+fuentes, métricas y resultados de runs con metadatos de schema y unidades; exports grandes deben ser asíncronos.",Alta (P0),Analista; Admin,Dashboard > Exportar; Admin > Export jobs (opcional),ExportJob; ExportArtifact,exports; export_files,Object storage: exports/,POST /exports; GET /exports/{id}; GET /exports/{id}/download,Object storage; Queue/worker,Validar filtros; límite de tamaño; expiración de links; incluir schema_version; orden estable de columnas.,export_requested; export_generated; export_downloaded; export_failed,Notificación al terminar export (opcional),Integration: async jobs; E2E: export from UI; Security tests,Exports coinciden con filtros de UI; incluyen metadatos; enlaces seguros; exports grandes no bloquean UI.,"RM-010,RM-013,RM-034",BACKLOG,MVP v0.1,Backend
RM-033,Seguridad,Autenticación,"El sistema deberá requerir autenticación para dashboard, reportes y exports (email/password o SSO/OIDC), con sesiones seguras, CSRF donde aplique y políticas de password.",Alta (P0),Admin; Viewer; Analista,Login; Reset password; Perfil,User; Session,users; sessions; password_resets,—,POST /auth/login; POST /auth/logout; POST /auth/reset; GET /me,OIDC (opcional); SMTP (reset),Hash fuerte; rate-limit login; MFA opcional; sesiones con expiración; cookies secure/httpOnly.,auth_login_success; auth_login_failed; password_reset_requested,Email reset password; alertas de intentos sospechosos (opcional),Security tests; Unit: auth; Integration: OIDC; E2E: login flow,Acceso no autenticado es bloqueado; login/logout funcionan; sesiones expiran; eventos de seguridad quedan auditados.,—,BACKLOG,MVP v0.1,Backend/DevOps
RM-034,Seguridad,Autorización y roles (RBAC),"El sistema deberá implementar RBAC (Admin, Analista, Viewer) controlando: alta/edición de traders/fuentes, ejecución de runs, exports, cambios de políticas, acceso a auditorías, y (si aplica) gestión de paquetes de capital/tesis.",Alta (P0),Admin; Analista; Viewer,Admin > Usuarios/Roles; UI restringida,Role; Permission; UserRole,roles; role_bindings; permissions,—,GET/PUT /roles; POST /users/{id}/roles; policy enforcement en endpoints,—,Denegar por defecto; validar permisos por endpoint; no filtrar datos sensibles a roles no permitidos.,rbac_role_assigned; permission_denied,Notificación a Admin cuando cambian roles (opcional),Unit: permission matrix; Integration: endpoint guards; E2E: role scenarios,Acciones no autorizadas retornan 403; UI oculta acciones restringidas; logs de auditoría registran actor y outcome.,RM-033,BACKLOG,MVP v0.1,Backend/Frontend
RM-035,Seguridad,Gestión de secretos,"El sistema deberá gestionar secretos (API keys, SMTP, webhooks) fuera del repositorio (env/secret manager) y activar detección de secretos en CI.",Alta (P0),DevOps,—,SecretRef; Config,—,Secret manager / env vars,—,Secrets manager; CI secret scanning,Nunca persistir secretos en DB sin cifrado; rotación documentada; CI falla si detecta secretos.,secret_rotated (opcional); ci_secret_scan_failed,—,CI tests; secret scanning; manual rotation drill,Secret scanning pasa; no hay secretos en repo; procedimientos de rotación y rollback documentados.,RM-043,BACKLOG,MVP v0.1,DevOps
RM-036,Observabilidad,Logging estructurado con correlación,"El sistema deberá emitir logs estructurados (JSON) para ingesta, transformación, métricas y runs con correlation_id (run_id, trader_id, source_id, job_id) y niveles consistentes.",Alta (P0),DevOps; Backend,Admin > Logs (opcional),LogEvent,— (si logs externos),Log storage (ELK/Cloud),—,Log aggregator (ELK/Datadog),"Campos mínimos: timestamp, level, correlation_id, broker_id, event, error; no loggear PII/secrets.",log_emitted; log_redacted (opcional),Alertas sobre errores críticos (vía monitoreo),Integration: log pipeline; Unit: logger formatter,Se puede rastrear un run end-to-end por correlation_id; logs son consultables y no exponen secretos.,"RM-004,RM-023",BACKLOG,MVP v0.1,DevOps
RM-037,Observabilidad,Métricas y alertas operativas,"El sistema deberá exponer métricas (duración de jobs, tasa de éxito, errores de scraping, latencia API) y alertas por umbrales (p.ej. fallas >X%, retrasos).",Media (P1),DevOps; Admin,Admin > Monitoreo (opcional),ServiceMetric; AlertRule,alert_rules; alert_events (opcional),—,GET /health; GET /metrics (Prometheus),Prometheus/Grafana; Alertmanager,Definir umbrales; evitar alert fatigue; incluir runbooks.,alert_triggered; alert_resolved,Notificación a DevOps (Slack/email/webhook),Integration: metrics scrape; Alert tests; Chaos tests (opcional),Alertas disparan cuando umbrales se exceden; dashboard de métricas disponible; se reduce MTTR con runbooks.,RM-036,BACKLOG,v0.2,DevOps
RM-038,Performance,Throughput del pipeline,"El sistema deberá procesar N traders y sus fuentes dentro de SLAs razonables. Aunque la frecuencia de uso puede ser baja (decisiones por paquetes de capital), la ejecución de sync y cálculo debe ser confiable, idempotente y trazable. Debe soportar incremental updates para no re-procesar histórico completo en cada run.",Alta (P0),DevOps; Backend,—,PerformanceSLA,—,—,—,Load testing tooling,Respeta rate limits; controla concurrencia por dominio y global; degradación graciosa.,performance_test_run; sla_breached,Notificación si SLA se incumple (opcional),Load tests; benchmark suite; profiling,En dataset de referencia se cumple SLA; no se excede RPS; el sistema reporta progreso y cuellos de botella.,"RM-005,RM-004",BACKLOG,MVP v0.1,Backend/DevOps
RM-039,Performance,Responsividad del dashboard,"El sistema deberá mantener interacciones del dashboard con P95 <2s para consultas típicas y <10s para consultas pesadas, mostrando indicador de progreso si aplica.",Media (P1),Frontend; Backend,Dashboard (todas),—,—,—,Optimización: caching/materialized views,Índices DB; caché; paginación,Evitar consultas sin límite; paginación; cache invalidation; límites de rango temporal.,slow_query_logged,—,Performance tests; UI profiling; DB query analysis,Las consultas cumplen P95; UI permanece usable; consultas pesadas muestran progreso; no hay timeouts frecuentes.,"RM-029,RM-017",BACKLOG,v0.2,Backend/Frontend
RM-040,Reproducibilidad,Versionado end-to-end de componentes,"El sistema deberá versionar y relacionar parsers, mapeos, definiciones de métricas, datasets y builds del algoritmo, y asociarlos a cada run y reporte.",Alta (P0),Quant; Backend,Run Explorer > Versiones; Reporte > Appendix,VersionRef; ComponentVersion,component_versions; run_component_versions; report_component_versions,Object storage: artifacts/ (si aplica),GET /versions; GET /validation-runs/{id}/versions,—,Cada run/reporte debe tener conjunto completo de versiones; no permitir run sin version refs.,component_version_registered; run_version_pinned,—,Unit: version graph; Integration: run captures versions,Se puede reconstruir exactamente el estado de un run/reporte seleccionando las mismas versiones; UI muestra versiones claramente.,"RM-009,RM-011,RM-013,RM-021,RM-022",BACKLOG,MVP v0.1,Backend/Quant
RM-041,Testing,Suite de unit/integration/E2E,"El sistema deberá incluir pruebas automáticas para parsers, transformaciones, métricas y runner del algoritmo. Debe usar fixtures grabadas (no depender de sitios live) y seguir enfoque RED/GREEN.",Alta (P0),Backend; Quant; Frontend,—,TestFixture,—,Fixture storage (repo o bucket),—,CI,Fixtures versionadas; tests determinísticos; coverage targets; separar unit vs integration.,ci_test_passed; ci_test_failed,—,Unit; Integration; E2E; Golden tests; Coverage report,CI ejecuta tests en cada PR; fixtures evitan flakiness; regresiones se detectan antes de deploy.,"RM-006,RM-013,RM-023",BACKLOG,MVP v0.1,All
RM-042,Testing,Data contract tests (schemas),El sistema deberá aplicar data contracts entre extracción→normalización→dataset→algoritmo (schemas versionados) y fallar CI ante cambios rompientes.,Alta (P0),Backend; Quant,—,SchemaContract,schema_versions; contract_checks (opcional),—,—,CI; Schema registry (opcional),Validación de schema; migraciones obligatorias; compatibilidad hacia atrás donde aplique.,contract_check_failed; schema_version_bumped,—,Contract tests; Migration tests; Backward-compat tests,Cambios rompientes bloquean merge; dataset builder rechaza inputs incompatibles con error claro.,"RM-010,RM-022,RM-021",BACKLOG,MVP v0.1,Backend
RM-043,DevOps,CI/CD + migraciones + rollback,"El sistema deberá contar con CI/CD para build, tests, deploy y migraciones DB, con promoción de ambientes (dev/stage/prod) y procedimiento de rollback probado.",Alta (P0),DevOps,—,Deployment; Migration,—,Artifact registry; IaC state,—,GitHub Actions/GitLab CI; Container registry; IaC,Bloquear merges sin CI green; migrations idempotentes; rollback documentado; environment config segregada.,deployment_started; deployment_succeeded; deployment_failed; rollback_executed,Notificación a DevOps en deploy/rollback (Slack/email),Pipeline tests; smoke tests post-deploy; rollback drill,Deploy reproducible; migraciones aplican correctamente; rollback recupera servicio; evidencias en logs/auditoría.,"RM-041,RM-035",BACKLOG,MVP v0.1,DevOps
RM-044,Gobernanza de datos,Retención y archivado,"El sistema deberá definir políticas de retención para raw_records, snapshots, outputs de runs, logs y reportes (purga/archivado) sin dejar referencias huérfanas.",Media (P1),Admin; DevOps,Admin > Retención (opcional),RetentionPolicy,retention_policies; retention_jobs,Object storage tiers (cold/hot),PUT /retention/policy; POST /retention/run,Object storage lifecycle; DB jobs,No borrar si hay dependencia legal/contractual; archivar antes de purgar; confirmación para purgas masivas.,retention_policy_updated; retention_job_executed,Notificación cuando retención purga/archiva (opcional),Integration: lifecycle rules; Unit: referential checks,Datos se archivan/purgan según política; no hay huérfanos; reportes/runs siguen consistentes o quedan marcados como archived.,"RM-009,RM-023,RM-027",BACKLOG,v0.2,Backend/DevOps
RM-045,Gobernanza,Bitácora de auditoría de acciones críticas,"El sistema deberá registrar eventos de auditoría para: cambios de traders/fuentes (URLs/credenciales), ejecuciones de runs, exports, cambios de roles, cambios de políticas, cambios/ejecuciones de tesis/asignación (si aplica), y accesos a reportes/lineage.",Alta (P0),Admin,Admin > Auditoría,AuditEvent,audit_events,—,GET /audit-events; GET /audit-events?filter=...,—,"Append-only; incluir actor, timestamp, acción, objeto, outcome; no editable; retención configurable.",audit_event_created,—,Integration: audit middleware; Unit: event builder,Auditoría cubre eventos críticos; filtros funcionan; evidencia suficiente para investigación; RBAC protege acceso.,RM-034,BACKLOG,MVP v0.1,Backend
RM-046,UX,Transparencia de errores y remediación,"El sistema deberá mostrar errores claros y accionables (parser roto, dominio bloqueado, datos insuficientes, run fallido), con pasos sugeridos y links a evidencia (logs/lineage).",Media (P1),Viewer; Analista; Admin,Dashboard (estados); Run Explorer (errores); Broker detail,ErrorState; RemediationHint,—,—,—,—,Mensajes no técnicos para usuarios; detalles técnicos detrás de permisos; códigos de error consistentes.,ui_error_displayed (opcional),—,E2E: failure scenarios; UI tests; Copy review,Usuario entiende por qué faltan métricas o falla un run; puede navegar a evidencia; se reduce tickets de soporte.,"RM-019,RM-036,RM-020",BACKLOG,v0.2,Frontend
RM-047,Privacidad,Minimización y redacción de datos,El sistema deberá almacenar sólo campos necesarios y permitir redacción/omisión de campos sensibles (si aparecen) en salidas (dash/report/export) según política.,Baja (P2),Admin; DevOps,Admin > Privacidad (opcional),RedactionRule,redaction_rules; redaction_events,Object storage (si aplica) con cifrado,PUT /privacy/redaction-rules; GET /privacy/status,Encryption at rest; KMS (opcional),Reglas explícitas; no exponer PII/secrets en logs; RBAC.,redaction_rule_updated; redaction_applied,Notificación a Admin si se detecta PII (opcional),Security tests; Unit: redaction; Integration: export/report redaction,Campos marcados se ocultan/redactan en UI/report/export; logs no contienen PII; cumplimiento de política verificado.,"RM-036,RM-032",BACKLOG,v0.3,Backend/DevOps
RM-048,Documentación,Docs técnicas y operativas,"El sistema deberá incluir documentación: setup local, despliegue, runbooks, catálogo de métricas, cómo agregar un nuevo dominio/adaptador y cómo ejecutar validación del algoritmo.",Alta (P0),All,—,—,—,Docs en repo (Markdown),—,—,Docs versionadas; ejemplos reproducibles; diagramas del pipeline; checklist de release.,docs_updated,—,Docs review; Doctests (opcional),Nuevo integrante puede levantar el sistema y correr pipeline en <1 día; runbooks permiten diagnosticar fallas comunes.,RM-043,BACKLOG,MVP v0.1,All
RM-049,Extensibilidad,Onboarding de nuevo dominio/fuente,El sistema deberá ofrecer un proceso estándar (template de adapter + mapping + fixtures + tests) para agregar un nuevo dominio en <=1 día para un sitio típico.,Media (P1),Backend; Quant,Admin > Dominios (opcional),SourceAdapter; MappingRuleSet,source_adapters; mapping_rule_sets,Fixture storage,—,—,Template con checklist; fixtures obligatorias; CI debe pasar; soporte de versionado.,new_adapter_added; adapter_published,—,Template-based tests; Integration: new adapter pipeline,Se agrega un dominio nuevo siguiendo plantilla; tests y fixtures incluidos; pasa CI; métricas core se calculan o se marca insuficiente con explicación.,"RM-006,RM-011,RM-041",BACKLOG,v0.2,Backend
RM-050,Entregables,Criterio de aceptación del MVP,"El MVP deberá incluir: registro de traders+fuentes (MyFXBook/MT4/MT5/reportes), scheduler, extracción+normalización, métricas core, dashboard básico, construcción de dataset, ejecución de runs, scorecard, y generación de reportes con versionado/lineage. Debe incluir al menos un flujo de “paquete de capital” con recomendación de distribución y evidencia de datos usados.",Alta (P0),PM; Admin; Analista,Dashboard; Run Explorer; Reportes; Admin,Release; MVPChecklist,—,—,—,—,Checklist de funcionalidades; datos de demo; SLAs mínimos; seguridad básica (auth+RBAC).,mvp_gate_passed; mvp_gate_failed,—,E2E demo; smoke tests; UAT checklist,"Demo end-to-end con 50+ brokers: ingesta ok, dashboard usable, reporte generado, run ejecutado y guardado; scorecards visibles; lineage disponible; RBAC activo.",RM-001..RM-049,BACKLOG,MVP v0.1,PM/All
RM-051,Gestión de capital,Registro de clientes y paquetes de capital,"El sistema deberá permitir registrar clientes/fuentes de capital (retail e institucional/family office), con país/región (p.ej. México/Colombia), moneda, monto, perfil de riesgo y restricciones (mínimos/máximos, concentración, instrumentos prohibidos si aplica). Debe permitir registrar paquetes de capital (p.ej. 500k, 1.5M, 2.7M USD) con fechas, estatus (propuesto/aprobado/invertido/cerrado) y vínculo a recomendaciones de asignación.",Alta (P0),Admin; Analista (Gema); PM,Admin > Clientes; Admin > Paquetes de capital; Detalle paquete,Client; CapitalPackage; CapitalRestriction,clients; capital_packages; capital_restrictions; capital_events,—,POST/GET/PUT/DELETE /clients; POST/GET/PUT/DELETE /capital-packages,—,Montos > 0; moneda válida; estatus con transición controlada; restricciones consistentes (min<=max).,client_created; capital_package_created; capital_package_status_changed,Opcional: avisos al crear/actualizar paquete y al cambiar estatus,Unit: validaciones; Integration: CRUD; E2E: flujo paquete de capital,Se registran clientes y paquetes; se pueden consultar y filtrar; el historial de cambios queda auditado; reglas de transición se cumplen.,"RM-033,RM-034,RM-001",BACKLOG,MVP v0.1,Backend
RM-052,Gestión de riesgos,Modelo/ecuación de distribución de capital,"El sistema deberá permitir a la analista definir y versionar la “tesis”/modelo de asignación por paquete de capital: objetivo (retorno/riesgo), parámetros/ponderaciones (p.ej. 0.2, 0.5, 0.5, 0.55), restricciones (concentración, límites por trader), y ventana histórica a usar. Debe ejecutar el algoritmo para producir una recomendación (weights por trader) y permitir override/manual adjust con motivo.",Alta (P0),Analista (Gema); Admin; Quant,Allocation Builder; Resultados de asignación; Historial de tesis/modelos,InvestmentThesis; AllocationModel; AllocationRecommendation; AllocationOverride,investment_theses; allocation_models; allocation_recommendations; allocation_overrides,—,POST/GET /capital-packages/{id}/allocation; POST /allocation/override; GET /theses,Algoritmo (RM-021..RM-024),Pesos suman 1.0 (o regla definida); límites por trader respetados; overrides requieren motivo y actor autorizado.,thesis_created; allocation_run_executed; allocation_overridden,Opcional: notificar cuando exista nueva recomendación o override,Unit: constraints; Integration: algoritmo mock; E2E: crear tesis->recomendación->override,"Para un paquete, se puede definir tesis, correr algoritmo y obtener pesos por trader; se registra versionado y evidencia; overrides quedan auditados.","RM-051,RM-014,RM-021,RM-022,RM-023,RM-024",BACKLOG,MVP v0.1,Backend/Quant/Frontend
RM-053,Seguimiento,Seguimiento post-inversión de tesis de inversión,"Una vez que un paquete de capital se marca como “invertido”, el sistema deberá dar seguimiento a la tesis: comparar desempeño real vs esperado (por trader y agregado), calcular desviaciones, y generar checkpoints (diario o semanal configurable). Debe permitir registrar decisiones de continuidad (mantener/rebalancear/retirar) y ligar cada checkpoint a evidencia (métricas, coverage, fuentes).",Alta (P0),Analista (Gema); Admin,Thesis Dashboard; Checkpoints; Alertas de desviación,ThesisCheckpoint; DeviationAlert; RebalanceDecision,thesis_checkpoints; deviation_alerts; rebalance_decisions,—,GET /capital-packages/{id}/thesis; POST /capital-packages/{id}/checkpoints; POST /rebalance-decisions,Scheduler; Métricas (RM-014); Notificaciones (si aplica),Checkpoint requiere periodo cerrado; desviación calculada con regla explícita; decisiones requieren motivo.,checkpoint_created; deviation_detected; rebalance_decision_recorded,Opcional: alertas cuando desviación supera umbral,Integration: generación checkpoints; Unit: reglas desviación; E2E: flujo invertido->checkpoint->alerta,El sistema genera checkpoints y muestra desviaciones con evidencia; se pueden registrar decisiones; historial auditable por paquete.,"RM-051,RM-052,RM-004,RM-014,RM-029",BACKLOG,MVP v0.1,Backend/Frontend
RM-054,Integraciones,Conector MyFXBook (sync de summaries),"El sistema deberá implementar un conector para MyFXBook que permita obtener historial y resúmenes (preferentemente diarios) por cuenta/perfil, soportando retención multianual al persistir snapshots. Debe manejar autenticación/token si aplica, rate limits, y fallbacks (HTML parsing) con trazabilidad.",Alta (P0),Backend; DevOps,Admin > Fuentes (estado),MyFXBookConnector; SyncRun,connectors; sync_runs; connector_events,—,POST /connectors/myfxbook/sync; GET /connectors/status,Scheduler; Secrets (si aplica); Observabilidad,Reintentos con backoff; deduplicación por content_hash; manejo de gaps; respetar políticas de dominio/ToS.,myfxbook_sync_started; myfxbook_sync_completed; myfxbook_sync_failed,Opcional: alerta si sync falla >N veces,Integration: sync contra fixtures; Unit: parsers; Contract: schema crudo,Se sincroniza historial/resúmenes para al menos 1 cuenta; snapshots quedan almacenados y versionados; fallas quedan registradas y remediables.,"RM-001,RM-002,RM-004,RM-005,RM-006,RM-009",BACKLOG,MVP v0.1,Backend
RM-055,Integraciones,Conector MetaTrader 4/5 (modo inversionista),"El sistema deberá implementar un conector para MetaTrader 4/5 en modo monitoreo (credenciales de inversionista) para obtener operaciones y equity/statement en la ventana histórica disponible por broker (típicamente 6–12 meses). Debe soportar múltiples brokers/servidores, cuentas demo para pruebas, y sincronización incremental para evitar re-descargas completas. Debe almacenar únicamente referencias a secretos.",Alta (P0),Backend; DevOps,Admin > Fuentes (estado),MetaTraderConnector; TradingAccount; SyncRun,connectors; trading_accounts; sync_runs; connector_events,—,POST /connectors/metatrader/sync; GET /connectors/status,Scheduler; Secrets manager; Observabilidad,Conexión read-only; timeouts; reintentos; deduplicación; registrar coverage y gaps.,mt_sync_started; mt_sync_completed; mt_sync_failed,Opcional: alerta si credenciales expiran o conexión falla,Integration: sync contra cuenta demo; Unit: mapeo de operaciones; Contract: schema crudo,"Se conecta a una cuenta demo MT4/MT5, se trae statement/operaciones, se persiste raw y normalizado, y el sistema refleja coverage y estado de la fuente.","RM-001,RM-002,RM-004,RM-009,RM-010",BACKLOG,MVP v0.1,Backend/DevOps
